name,categories,state,stars
Maola's Pizza and Restaurant,"['Restaurants', 'Italian', 'Salad', 'Pizza']",NC,5.0
Proper Brick Oven & Tap Room,"['Pizza', 'Bars', 'Nightlife', 'Beer', 'Wine & Spirits', 'Restaurants', 'Italian', 'Food']",PA,4.5
Postino East,"['Restaurants', 'Breakfast & Brunch', 'Bars', 'Italian', 'Wine Bars', 'Nightlife']",AZ,4.5
Our Family's Bistro,"['Restaurants', 'Italian']",AZ,3.0
Buca di Beppo Italian Restaurant,"['Event Planning & Services', 'Pizza', 'Restaurants', 'Wine Bars', 'Bars', 'Nightlife', 'Italian', 'Caterers', 'Food']",PA,3.0
Villa Antonio Ristorante,"['Italian', 'Restaurants']",NC,3.5
Aurelio's Pizza,"['Italian', 'Restaurants', 'Pizza']",NV,3.5
Pellini Italian Eatery,"['Restaurants', 'Italian']",AZ,4.0
Osso Restaurant & Lounge,"['Lounges', 'Bars', 'Restaurants', 'Italian', 'Nightlife']",NC,3.0
Cicis,"['Buffets', 'American (Traditional)', 'Desserts', 'Food', 'Italian', 'Restaurants', 'Pizza']",NV,3.0
Pizza Hut,"['Chicken Wings', 'Pizza', 'Italian', 'Restaurants']",NC,1.5
Revolution Ale House,"['Bars', 'Italian', 'Pizza', 'Nightlife', 'Restaurants']",NC,3.5
Vivo Ristorante,"['Restaurants', 'Italian']",OH,3.5
Pronto Pizza,"['Restaurants', 'Pizza', 'Italian']",AZ,1.0
Falbo Bros. Pizzeria,"['Desserts', 'Food', 'Italian', 'Restaurants', 'Pizza', 'Salad']",WI,3.0
La Grande Orange Pizzeria,"['Salad', 'Restaurants', 'Burgers', 'Italian', 'Pizza']",AZ,4.5
Belleria Pizza & Italian Restaurant,"['Italian', 'Pizza', 'Restaurants']",OH,3.5
J Pasta's NY Style Pizza,"['Pizza', 'Restaurants', 'Italian', 'Sandwiches']",NC,3.0
Trivs,"['Steakhouses', 'American (Traditional)', 'Restaurants', 'American (New)', 'Burgers', 'Italian']",OH,4.0
Bar Louie,"['Italian', 'Bars', 'Restaurants', 'American (New)', 'Nightlife', 'Cocktail Bars']",OH,3.0
Davi's Pizza,"['American (New)', 'Restaurants', 'Italian', 'Pizza']",NV,2.5
Fred's at Barneys New York,"['American (New)', 'Restaurants', 'Italian']",AZ,4.0
Il Chianti Italian,"['Desserts', 'Sandwiches', 'Food', 'Restaurants', 'Italian']",NV,4.5
Villa Italian Kitchen,"['Italian', 'Restaurants']",AZ,2.0
Sauce Pizza & Wine,"['Nightlife', 'Bars', 'Wine Bars', 'Pizza', 'Restaurants', 'Italian']",AZ,4.0
Gavi's Restaurant,"['Italian', 'Restaurants']",OH,4.0
Northfield Inn Restaurant & Lounge Bar,"['Restaurants', 'Italian', 'Pizza']",OH,2.5
Caffe Boa Bistro,"['Restaurants', 'Italian']",AZ,4.0
Antonio's Italian Ristorante,"['Italian', 'Restaurants']",NV,4.5
Daniel's Italian Cuisine,"['Restaurants', 'Italian']",AZ,4.0
Rosati's Pizza,"['Pizza', 'Restaurants', 'Italian']",AZ,2.5
Brother's Italian Bistro,"['Food', 'Italian', 'Pizza', 'Restaurants']",NV,2.5
Pepper's Italian Restaurant,"['Salad', 'Restaurants', 'Italian', 'Pizza']",OH,4.0
Red Tomato,"['Pizza', 'Burgers', 'Italian', 'Restaurants']",AZ,3.5
Floridino's Pizza & Pasta,"['Restaurants', 'Caterers', 'Pizza', 'Event Planning & Services', 'Italian']",AZ,4.0
Uncle Als Pizza,"['Italian', 'American (Traditional)', 'Pizza', 'Restaurants']",OH,4.0
China Buffet,"['Buffets', 'Restaurants', 'Italian', 'Chinese']",OH,3.0
Sanfratello's Pizza,"['Pizza', 'Restaurants', 'Italian', 'Food Delivery Services', 'Food']",AZ,3.5
Pizza Hut,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",WI,4.0
Redendo's Pizzeria Ristorante,"['Pizza', 'Restaurants', 'Italian']",AZ,4.0
LaBella Pizzeria and Restaurant,"['Kosher', 'Seafood', 'Pizza', 'Restaurants', 'Italian']",AZ,4.5
The Upper Crust Pizza,"['Italian', 'Restaurants', 'Pizza', 'Sandwiches']",PA,3.5
Cin-Cin Restaurant,"['Lounges', 'Nightlife', 'Restaurants', 'Bars', 'Italian']",AZ,3.0
Pizza Hut,"['Fast Food', 'Italian', 'Restaurants', 'Pizza', 'Chicken Wings']",AZ,1.5
Sourdough Pizza Restaurant,"['Italian', 'Restaurants', 'Sandwiches', 'Gluten-Free', 'Pizza']",AZ,4.0
Bado's Cucina,"['Restaurants', 'Italian']",PA,3.5
Tillie's Restaurant & Chantillie Lounge,"['Pizza', 'Italian', 'Bars', 'Nightlife', 'Restaurants']",PA,4.0
Trattoria Antica,"['Italian', 'Restaurants']",NC,4.0
Piccolo Restaurant,"['Restaurants', 'Italian', 'Bars', 'Wine Bars', 'Nightlife']",OH,4.0
Barro's Pizza,"['Italian', 'Restaurants', 'Pizza']",AZ,3.5
Olde Town Pizza House,"['Italian', 'Restaurants', 'Pizza']",OH,3.5
North Italia,"['Italian', 'Pizza', 'Restaurants']",AZ,4.0
Marino's Bar & Grill,"['Italian', 'Sandwiches', 'Burgers', 'Salad', 'Restaurants']",OH,4.0
Sabatinos Pizza Pasta Wings,"['Pizza', 'Chicken Wings', 'Italian', 'Restaurants']",AZ,3.5
Dominic's Bistro Italiano,"['Italian', 'Restaurants']",AZ,4.0
That Guy's Pizza,"['Italian', 'Salad', 'Pizza', 'Restaurants', 'Vegetarian']",AZ,3.5
Pizza Hut,"['Pizza', 'Chicken Wings', 'Restaurants', 'Italian']",WI,2.0
Simonetti's Pizza,"['Pizza', 'Restaurants', 'Sandwiches', 'Italian']",NC,3.5
Vintage House Cafe,"['Tea Rooms', 'Bars', 'Restaurants', 'Nightlife', 'Food', 'Italian', 'Wine Bars']",OH,3.0
Bravo Bistro,"['Restaurants', 'Italian']",AZ,4.0
Circles Grill and Market,"['Burgers', 'Food', 'Cafes', 'American (New)', 'Italian', 'Peruvian', 'Bars', 'Specialty Food', 'Wine Bars', 'Diners', 'Nightlife', 'American (Traditional)', 'Salad', 'Restaurants', 'Gastropubs']",NC,4.0
Bratenahl Place Bistro,"['American (Traditional)', 'American (New)', 'Steakhouses', 'Seafood', 'Restaurants', 'Italian']",OH,4.5
Federal Pizza,"['Restaurants', 'Italian', 'Pizza']",AZ,4.5
Celas's Pizza,"['Restaurants', 'Italian', 'Pizza', 'Mexican']",AZ,4.0
Pizza Hut,"['Pizza', 'Chicken Wings', 'Italian', 'Restaurants']",OH,1.5
Pizzafarro's,"['Pizza', 'Restaurants', 'Italian']",AZ,3.5
Brooklyn's Pizzeria,"['Restaurants', 'Sandwiches', 'Pizza', 'Italian']",NC,3.5
Bistro 57,"['Bistros', 'Modern European', 'Restaurants', 'Italian', 'Pizza', 'French']",NV,3.5
Riviera Pizza & Pasta,"['Restaurants', 'Pizza', 'Italian', 'Burgers']",PA,3.5
Humble Pie,"['Restaurants', 'Pizza', 'Italian']",AZ,3.5
Nicolo's Cucina Italiana,"['Italian', 'Restaurants']",NV,2.5
Osteria Pasqualino,"['Pizza', 'Italian', 'Restaurants']",PA,3.0
Gino's East,"['Pizza', 'Italian', 'Salad', 'Restaurants']",AZ,3.0
Dominic's Santos,"['American (Traditional)', 'Pizza', 'Restaurants', 'Italian']",OH,3.0
L'Amore Italian Restaurant,"['Italian', 'Restaurants']",AZ,4.5
Amy's Baking Company,"['American (New)', 'Italian', 'Food', 'Restaurants', 'Pizza', 'Bakeries']",AZ,3.0
Luigi's,"['Pizza', 'Restaurants', 'Italian']",WI,3.5
Papa John's Pizza,"['Restaurants', 'Italian', 'Pizza']",AZ,3.0
Pineville Tavern,"['American (Traditional)', 'Sports Bars', 'Burgers', 'Arts & Entertainment', 'Dive Bars', 'Restaurants', 'Italian', 'Nightlife', 'Chicken Wings', 'Bars', 'Music Venues']",NC,4.5
Italian Spoon,"['Italian', 'Fish & Chips', 'Restaurants']",AZ,4.0
Glass Nickel Pizza,"['Food Delivery Services', 'Pizza', 'Chicken Wings', 'Food', 'Caterers', 'Italian', 'Event Planning & Services', 'Restaurants', 'Sandwiches']",WI,2.5
Oyster Bar,"['Live/Raw Food', 'Italian', 'Restaurants', 'Seafood']",NV,4.0
Domino's Pizza,"['Chicken Wings', 'Restaurants', 'Italian', 'Sandwiches', 'Pizza']",AZ,2.5
Eddie's Pizzeria Cerino,"['Pizza', 'Italian', 'Restaurants']",OH,4.0
Prado,"['Tapas Bars', 'Restaurants', 'Breakfast & Brunch', 'Italian', 'Sandwiches', 'Spanish']",AZ,3.5
Romeo's Pizza,"['Pizza', 'Italian', 'Restaurants']",OH,3.0
Tomatoes II Pizzeria,"['Chicken Wings', 'Italian', 'Food', 'Pasta Shops', 'Specialty Food', 'Pizza', 'Restaurants']",PA,4.0
Talebu Coffee & Wine Cafe,"['Wine Bars', 'Coffee & Tea', 'Food', 'Italian', 'Nightlife', 'Restaurants', 'Music Venues', 'Arts & Entertainment', 'Bars']",AZ,4.0
Sal's Tuscan Grill,"['Italian', 'Restaurants']",AZ,4.0
Portofino's Italian Restaurant,"['Pizza', 'Restaurants', 'Italian']",NC,3.0
Gaetano's Restaurant,"['Pizza', 'Italian', 'Salad', 'Restaurants']",OH,3.5
Trattoria Roman Gardens,"['Restaurants', 'Italian']",OH,3.5
Pizzaz Italian Restaurant,"['Italian', 'Restaurants', 'Pizza']",PA,3.0
Verona Pizza,"['Pizza', 'Italian', 'Restaurants']",NV,3.5
Fanny's Bistro & Deli,"['Delis', 'Sandwiches', 'Italian', 'Restaurants']",NV,4.5
Monte Cello's Hampton,"['Pizza', 'American (Traditional)', 'Restaurants', 'Italian']",PA,2.5
Portofino by Chef Michael LaPlaca,"['Nightlife', 'Bars', 'Italian', 'Restaurants', 'Wine Bars', 'Lounges']",NV,4.0
Tivoli Gardens,"['Italian', 'American (New)', 'Restaurants']",AZ,3.0
Pizza Hut,"['Pizza', 'Chicken Wings', 'Restaurants', 'Italian']",NV,2.0
Carluccio's Italian Restaurant,"['Italian', 'Restaurants']",NV,3.0
Luke's of Chicago's,"['Sandwiches', 'Burgers', 'Italian', 'Hot Dogs', 'Restaurants']",AZ,3.5
Il Tetto:  A Rooftop Beer Garden,"['Bars', 'Nightlife', 'Beer Gardens', 'Italian', 'Restaurants']",PA,3.0
Conte's Italian Cafe,"['Restaurants', 'Italian']",OH,4.0
Rossario's,"['Restaurants', 'Italian']",WI,2.0
Elena Restaurant & Cafe,"['Cafes', 'American (Traditional)', 'Restaurants', 'Italian']",PA,4.0
Libretto's Pizzeria,"['Restaurants', 'Italian', 'Pizza']",NC,3.0
Antonios Pizza,"['Restaurants', 'Italian', 'Pizza', 'Food', 'Food Delivery Services']",OH,2.5
Aroma Garden Cafe,"['Restaurants', 'Italian']",NV,4.0
Picazzo's Organic Italian Kitchen,"['Restaurants', 'Pizza', 'Gluten-Free', 'Italian', 'Food']",AZ,3.5
Lunardi's Ristorante,"['Italian', 'Restaurants']",PA,5.0
La Piazza PHX,"['Pizza', 'Italian', 'Restaurants']",AZ,4.5
Lucca,"['Seafood', 'Italian', 'Restaurants']",PA,3.5
Mac Shack,"['Vegan', 'Restaurants', 'Italian', 'Gluten-Free']",NV,3.5
il Capo Pizzeria,"['Food', 'Beer', 'Wine & Spirits', 'Bars', 'Pizza', 'Nightlife', 'Italian', 'Wine Bars', 'Restaurants']",AZ,4.0
NYPD Pizza,"['Italian', 'Restaurants', 'Pizza']",AZ,4.0
Tutti Santi,"['Restaurants', 'Italian']",AZ,3.5
Cafe Verdi,"['Italian', 'Restaurants', 'Pizza']",NV,3.0
Pizza Hut,"['Italian', 'Restaurants', 'Pizza']",NV,2.0
Streets of New York,"['Sandwiches', 'Italian', 'Pizza', 'Restaurants']",AZ,3.0
Pizza Taglio,"['Food', 'Italian', 'Restaurants', 'Specialty Food', 'Pizza', 'Local Flavor']",PA,4.0
Twisted Italian,"['Restaurants', 'Breakfast & Brunch', 'Wine Bars', 'Italian', 'Comfort Food', 'Bars', 'Nightlife']",AZ,4.0
Carrabba's Italian Grill,"['Seafood', 'Italian', 'Restaurants']",AZ,3.0
My Pie Pizza,"['Fast Food', 'Italian', 'Restaurants', 'Pizza', 'Salad']",AZ,4.5
Angelo's II,"['Nightlife', 'Pizza', 'Lounges', 'Bars', 'Italian', 'Restaurants', 'American (Traditional)']",PA,3.5
Aria,"['American (New)', 'Restaurants', 'Italian']",NC,3.5
Amarone Ristorante Italiano,"['Restaurants', 'Italian']",AZ,4.0
Rita's Italian Ice,"['Restaurants', 'Shaved Ice', 'Ice Cream & Frozen Yogurt', 'Italian', 'Food', 'Desserts']",PA,4.0
Angelos,"['Restaurants', 'Italian']",WI,3.5
Itzza Pizza,"['Sandwiches', 'Pizza', 'Italian', 'Restaurants']",WI,3.5
Pizza Hut,"['Chicken Wings', 'Italian', 'Pizza', 'Restaurants']",PA,3.0
Tano's Pizza,"['Italian', 'Restaurants', 'Pizza']",WI,3.5
Pizza Hut,"['Restaurants', 'Pizza', 'Italian', 'Chicken Wings']",OH,1.0
Tuscany,"['Automotive', 'Restaurants', 'Italian', 'Auto Glass Services']",OH,3.0
Angelo's Pizza & Grill,"['Restaurants', 'Italian', 'American (Traditional)', 'Pizza', 'Breakfast & Brunch']",NY,3.0
Lombardinos Italian Restaurant and Bar,"['Bars', 'Nightlife', 'Italian', 'Restaurants']",WI,4.0
Mama Rosa's Pizza Chicken Subs,"['Italian', 'Restaurants', 'Pizza', 'Chicken Wings']",OH,2.5
Rizzi's Ristorante & Pizzeria,"['Salad', 'Pizza', 'Sandwiches', 'Local Services', 'Couriers & Delivery Services', 'Italian', 'Restaurants']",OH,3.5
L.A. Italian Kitchen,"['Pizza', 'Restaurants', 'Italian']",NV,2.5
Nick's,"['Italian', 'Restaurants', 'Pizza']",AZ,3.5
Davitino's Restaurant,"['Restaurants', 'Italian']",OH,3.0
PastaTivo,"['Restaurants', 'Specialty Food', 'Caterers', 'Vegan', 'Pasta Shops', 'Event Planning & Services', 'Food', 'Gluten-Free', 'Desserts', 'Italian', 'Salad']",OH,3.5
Tutto Pasta,"['Restaurants', 'Italian']",WI,2.5
Lil Deemos Family Bistro,"['Italian', 'Restaurants']",AZ,3.5
Pizza Hut,"['Pizza', 'Fast Food', 'Restaurants', 'Italian', 'Chicken Wings']",AZ,2.0
Carlo & Emilie's Gourmet Deli,"['French', 'Delis', 'Restaurants', 'Cafes', 'Italian']",AZ,4.5
Isabella's Kitchen,"['Nightlife', 'Restaurants', 'Food', 'Beer', 'Wine & Spirits', 'Italian', 'Bars']",AZ,3.5
Crudo,"['Italian', 'Restaurants']",AZ,4.5
Noodles & Company,"['Sandwiches', 'Italian', 'Comfort Food', 'Noodles', 'Asian Fusion', 'Restaurants']",WI,2.0
Lucci's Pizza and Pasta,"['Pizza', 'Italian', 'Restaurants']",PA,3.5
Pizza Hut,"['Restaurants', 'Pizza', 'Fast Food', 'Italian', 'Chicken Wings']",AZ,4.0
Dieci,"['Italian', 'Restaurants']",AZ,4.5
Barro's Pizza,"['Restaurants', 'Pizza', 'Italian', 'Sandwiches']",AZ,4.0
Pizza Care,"['Pasta Shops', 'Specialty Food', 'Soup', 'Restaurants', 'Pizza', 'Wraps', 'Food', 'Italian']",PA,3.5
Doughboys Pizza,"['Restaurants', 'Italian', 'Pizza']",WI,5.0
Streets of New York,"['Sandwiches', 'Restaurants', 'Italian', 'Pizza']",AZ,3.0
Belladonna's,"['Italian', 'Restaurants']",OH,3.0
Brando's Grill & Bar,"['Restaurants', 'Italian', 'Nightlife', 'Bars', 'American (New)']",NV,3.5
Gavino's Pizzeria,"['Italian', 'Pizza', 'Restaurants']",PA,3.5
Lo Cascio's Italian Restaurant,"['Pizza', 'Italian', 'Restaurants']",AZ,3.5
Gionino's Pizzeria,"['Italian', 'Pizza', 'Food', 'Chicken Wings', 'Desserts', 'Restaurants']",OH,4.0
Pranzo!,"['Restaurants', 'Italian', 'Pizza', 'Gluten-Free']",OH,3.5
Villa Fresh Italian Kitchen,"['Italian', 'Restaurants', 'Pizza']",PA,2.0
Sbarro,"['Pizza', 'Restaurants', 'Italian', 'Salad']",NC,2.0
Joe & Pie,"['Pizza', 'Desserts', 'American (New)', 'Food', 'Restaurants', 'Breakfast & Brunch', 'Italian', 'Sandwiches', 'Salad']",PA,3.0
The World Famous Open Kitchen,"['Restaurants', 'Italian']",NC,3.0
Mancuso's Northern Italian Continental Cuisine,"['Italian', 'Shopping', 'Shopping Centers', 'Restaurants']",AZ,3.5
Campania Cafe & Italian Trattoria,"['Restaurants', 'Italian']",NC,3.5
Pizza Hut,"['Restaurants', 'Italian', 'Chicken Wings', 'Pizza']",IL,1.5
Pizza Marsala,"['Pizza', 'Restaurants', 'Italian']",PA,4.0
Buca di Beppo Italian Restaurant,"['Food', 'Italian', 'Event Planning & Services', 'Pizza', 'Caterers', 'Restaurants']",IL,3.5
Molta Bella Pizza,"['Restaurants', 'Chicken Wings', 'Italian', 'Pizza']",OH,3.5
La Locanda,"['Cocktail Bars', 'Restaurants', 'Bars', 'Wine Bars', 'Italian', 'Nightlife', 'Seafood']",AZ,4.5
Narcisi Winery,"['Arts & Entertainment', 'Food', 'Restaurants', 'Italian', 'Wineries']",PA,4.5
Anthonys of Little Italy,"['Italian', 'Nightlife', 'Restaurants', 'Bars']",OH,4.0
Davanti Enoteca,"['Wine Bars', 'Italian', 'Restaurants', 'Bars', 'Tapas/Small Plates', 'Nightlife']",AZ,4.0
Shelly Pie,"['Italian', 'Pizza', 'Restaurants', 'American (New)']",PA,4.0
Leon¨¦ Caf¨¦,"['Restaurants', 'Coffee & Tea', 'Italian', 'Cafes', 'Food', 'Breakfast & Brunch']",NV,4.0
Maggiano's Little Italy,"['Bars', 'Italian', 'Restaurants', 'Nightlife']",NC,3.5
Slice Pizzeria,"['Restaurants', 'Italian', 'Pizza', 'Breakfast & Brunch', 'Sandwiches']",OH,3.5
Oliva,"['Mediterranean', 'Italian', 'Restaurants']",WI,3.5
Rosati's Pizza,"['Pizza', 'Italian', 'Restaurants']",AZ,3.0
Sbarro Italian Eatery,"['Restaurants', 'Italian']",AZ,2.0
Potbelly Sandwich Shop,"['Sandwiches', 'Salad', 'Fast Food', 'Delis', 'Restaurants', 'Soup', 'Italian']",AZ,3.5
Alioto's,"['Bars', 'Italian', 'Restaurants', 'Nightlife']",PA,3.0
Bella Notte Ristorante,"['Restaurants', 'Italian']",AZ,4.0
Giuseppe's Bar & Grille,"['Italian', 'Restaurants']",NV,3.5
Angelo's Pizza  Kitchen,"['Italian', 'Restaurants', 'Pizza']",NV,2.5
Domino's Pizza,"['Chicken Wings', 'Sandwiches', 'Italian', 'Pizza', 'Restaurants']",NC,2.0
Al's Pizza,"['Italian', 'Pizza', 'Restaurants']",NC,3.5
Fontanella Italiano Ristorante,"['Restaurants', 'Italian']",NC,3.5
Nipper's Pizzeria,"['Pizza', 'Italian', 'Restaurants', 'Breakfast & Brunch']",PA,3.0
Toscano's Grill,"['Italian', 'Restaurants']",AZ,3.0
Mama Lena's II,"['Italian', 'Restaurants', 'Pizza']",PA,4.0
Domino's Pizza,"['Restaurants', 'Sandwiches', 'Pizza', 'Chicken Wings', 'Italian']",NV,3.0
Twisted Pies Pizzeria,"['Restaurants', 'Italian', 'Chicken Wings', 'Pizza']",AZ,4.5
T J's On The Avenue,"['Event Planning & Services', 'Grocery', 'Food', 'Italian', 'Restaurants', 'Caterers']",OH,4.0
Angelia's Pizza of North Fayette,"['Food Delivery Services', 'Pizza', 'Restaurants', 'Event Planning & Services', 'Caterers', 'Sandwiches', 'Food', 'Italian']",PA,4.0
Pizza Hut,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",OH,1.0
Papa John's Pizza,"['Event Planning & Services', 'Caterers', 'Restaurants', 'Pizza', 'Italian']",NV,2.5
BRAVO! Cucina Italiana,"['Nightlife', 'Bars', 'Cocktail Bars', 'Italian', 'Restaurants', 'Gluten-Free']",PA,2.5
Wink 24,"['Nightlife', 'Salad', 'Pizza', 'Restaurants', 'Bars', 'Wine Bars', 'Italian', 'Breakfast & Brunch']",AZ,4.0
The Skinny Italian Kitchen,"['Italian', 'Restaurants']",AZ,3.0
Noce Gourmet Pizzeria,"['American (New)', 'Restaurants', 'Pizza', 'Salad', 'Italian']",OH,4.5
Pizza Hut,"['Chicken Wings', 'Italian', 'Pizza', 'Restaurants']",PA,2.5
Spats Cafe,"['Soup', 'American (New)', 'Nightlife', 'Italian', 'Restaurants', 'Bars']",OH,3.5
BRAVO! Cucina Italiana,"['Cocktail Bars', 'Italian', 'Nightlife', 'Restaurants', 'Gluten-Free', 'Bars']",NC,3.5
Guido Garcias,"['Italian', 'Nightlife', 'Restaurants', 'Mexican', 'Bars']",AZ,2.5
Mia Bella Restaurant,"['Gluten-Free', 'Italian', 'Restaurants', 'Mediterranean']",OH,4.5
Papa John's Pizza,"['Pizza', 'Italian', 'Restaurants']",AZ,1.5
Pizza Hut,"['Italian', 'Chicken Wings', 'Pizza', 'Restaurants']",NV,3.0
Biaggi's Ristorante Italiano,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Italian', 'Pizza']",IL,3.5
Davio,"['Italian', 'Restaurants']",PA,3.5
La Collina Cucina Italiana,"['Restaurants', 'Italian']",NV,3.5
Gianfranco by Darcy Ristorante,"['Restaurants', 'Italian']",AZ,3.5
Pizza Forte,"['Hot Dogs', 'Pizza', 'Restaurants', 'Italian']",NV,3.5
Sbarro,"['Restaurants', 'Italian', 'Pizza']",NV,2.5
Krazy Brothers Pizza N Pasta,"['Pizza', 'Italian', 'Restaurants']",PA,4.0
Garofola's Italiano,"['Restaurants', 'Italian', 'Pizza']",NC,3.0
Slice House,"['Pizza', 'Italian', 'Restaurants']",NV,3.0
Rosati's Pizza,"['Italian', 'Pizza', 'Restaurants']",AZ,4.0
Cc's Cafe,"['Restaurants', 'Italian']",PA,4.5
Phil & Tony's Pizza Brick Oven Pizza,"['Italian', 'Pizza', 'Restaurants']",NC,2.0
Abruzzi's,"['Restaurants', 'Italian']",PA,4.5
Serafina's Pizza,"['Restaurants', 'Sandwiches', 'Pizza', 'Italian']",PA,4.5
Polo's Italian Cuisine,"['Wine Bars', 'Bars', 'Nightlife', 'Restaurants', 'Italian']",AZ,4.0
Otto Enoteca Pizzeria,"['Pizza', 'Italian', 'Restaurants']",NV,3.5
Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",AZ,1.0
Canaletto Ristorante Veneto,"['Pizza', 'Italian', 'Seafood', 'Restaurants']",NV,3.5
Pizza Hut,"['Restaurants', 'Pizza', 'Italian', 'Chicken Wings']",NC,3.0
Rosati's,"['Sandwiches', 'Restaurants', 'Pizza', 'Italian']",NV,3.5
Verdi Restaurant & Pizzeria,"['Pizza', 'Restaurants', 'Italian']",NV,3.0
Brooklyn Pizza Parlor,"['Pasta Shops', 'Salad', 'Specialty Food', 'Restaurants', 'Food', 'Pizza', 'Italian']",NC,3.0
Cibo E Vino,"['Italian', 'Restaurants']",AZ,2.5
Emporio: A Meatball Joint,"['American (New)', 'Nightlife', 'Bars', 'Restaurants', 'Gluten-Free', 'Food', 'Italian', 'Desserts']",PA,4.0
Corsa Cucina,"['Italian', 'Restaurants']",NV,3.5
Arooji's Wineroom Ristorante,"['Restaurants', 'Italian']",NC,3.0
Gino's Italian Deli,"['Italian', 'Delis', 'Restaurants']",WI,5.0
Little Italy Pizza,"['Restaurants', 'Pizza', 'Italian', 'Halal']",NV,3.5
Rocco's NY Pizzeria,"['Pizza', 'Italian', 'Food', 'Restaurants']",NV,4.0
Cielo Restaurant,"['Restaurants', 'Italian']",AZ,3.5
Amore Ristorante & Pizzeria,"['Pizza', 'Italian', 'Restaurants', 'Caterers', 'Event Planning & Services']",OH,4.0
Pizza Hut,"['Chicken Wings', 'Pizza', 'Restaurants', 'Italian']",AZ,2.5
Rocky Rococo - North/East,"['Restaurants', 'Pizza', 'Italian', 'Salad']",WI,2.0
Paparazzi Restaurant,"['Nightlife', 'Restaurants', 'Italian']",PA,3.5
la Cappella,"['Nightlife', 'Fast Food', 'Pizza', 'Bars', 'Restaurants', 'American (Traditional)', 'Food', 'Beer', 'Wine & Spirits', 'Italian']",PA,3.0
Basil Thai Fusion,"['Thai', 'Italian', 'American (New)', 'Restaurants']",NV,3.5
Olive Garden Italian Restaurant,"['Bars', 'Salad', 'Wine Bars', 'Restaurants', 'Italian', 'Nightlife']",AZ,3.5
Grotto Wine Bar,"['Bars', 'Nightlife', 'Wine Bars', 'Italian', 'Restaurants']",OH,4.0
Bada Bing Pizza,"['Restaurants', 'Italian', 'Pizza']",OH,4.5
Papa Pino's,"['Restaurants', 'Italian']",SC,2.5
Amici Restaurant and Lounge,"['Restaurants', 'Nightlife', 'Italian', 'Bars', 'Lounges']",OH,3.5
Roma Garden,"['Pizza', 'Italian', 'Restaurants']",NV,3.5
Pizza Hut,"['Restaurants', 'Fast Food', 'Italian', 'Pizza', 'Chicken Wings']",NV,2.5
Depot Cafe Inc Silvestro's,"['Restaurants', 'Italian', 'Seafood']",OH,3.5
Angelias Italian Grille,"['Nightlife', 'Beer Bar', 'Restaurants', 'Italian', 'Pizza', 'Bars']",PA,4.0
Pizza Hut,"['Chicken Wings', 'Italian', 'Restaurants', 'Pizza']",OH,2.5
Cent Anni's,"['Italian', 'Restaurants']",PA,3.0
3 Guys Pizza Pies,"['Italian', 'Pizza', 'Restaurants']",OH,4.0
Dolce Espresso Video Coffee Bar,"['Arts & Entertainment', 'Coffee & Tea', 'Restaurants', 'Music Venues', 'Italian', 'Nightlife', 'Food']",AZ,3.5
Kiley's Grill,"['Bars', 'Steakhouses', 'Nightlife', 'Italian', 'Restaurants', 'Sports Bars']",AZ,3.5
Papa John's Pizza,"['Pizza', 'Restaurants', 'Italian']",AZ,2.5
Pizza Five85,"['Italian', 'Restaurants', 'Pizza', 'Vegetarian']",AZ,3.0
Uncle Angelo's Pizza Joint,"['Restaurants', 'Italian', 'Pizza']",NV,3.5
Mama Lena's,"['Restaurants', 'Italian']",NC,3.0
Salvatore's,"['Italian', 'Salvadoran', 'Restaurants', 'Latin American']",NV,3.5
